agency_cd	site_no	datetime	154921_00060_00003	154921_00060_00003_cd	223624_91050_00003	223624_91050_00003_cd	232446_91060_00003	232446_91060_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s
USGS	05427850	2001-12-27	56.1	A				
USGS	05427850	2001-12-28	55.4	A				
USGS	05427850	2001-12-29	54.3	A				
USGS	05427850	2001-12-30	54.0	A				
USGS	05427850	2001-12-31	53.5	A				
USGS	05427850	2002-01-01	56.0	A:e	12.5	A		
USGS	05427850	2002-01-02	55.0	A:e	12.3	A		
USGS	05427850	2002-01-03	54.0	A:e	12.0	A		
USGS	05427850	2002-01-04	52.6	A	11.8	A		
USGS	05427850	2002-01-05	55.2	A	12.3	A		
USGS	05427850	2002-01-06	53.6	A	12.1	A		
USGS	05427850	2002-01-07	48.5	A	11.0	A		
USGS	05427850	2002-01-08	54.4	A	12.1	A		
USGS	05427850	2002-01-09	61.8	A	13.9	A		
USGS	05427850	2002-01-10	59.6	A	13.5	A		
USGS	05427850	2002-01-11	57.5	A	13.1	A		
USGS	05427850	2002-01-12	55.3	A	12.4	A		
USGS	05427850	2002-01-13	50.4	A	11.4	A		
USGS	05427850	2002-01-14	50.9	A	11.6	A		
USGS	05427850	2002-01-15	47.9	A	11.0	A		
USGS	05427850	2002-01-16	44.4	A	10.1	A		
USGS	05427850	2002-01-17	38.7	A	9.04	A		
USGS	05427850	2002-01-18	38.6	A	9.07	A		
USGS	05427850	2002-01-19	39.7	A	9.33	A		
USGS	05427850	2002-01-20	41.7	A	9.83	A		
USGS	05427850	2002-01-21	46.0	A	10.8	A		
USGS	05427850	2002-01-22	42.4	A	9.92	A		
USGS	05427850	2002-01-23	49.6	A	11.8	A		
USGS	05427850	2002-01-24	47.2	A	11.2	A		
USGS	05427850	2002-01-25	47.2	A	11.2	A		
USGS	05427850	2002-01-26	61.5	A	14.5	A		
USGS	05427850	2002-01-27	54.1	A	13.0	A		
USGS	05427850	2002-01-28	60.9	A	14.7	A		
USGS	05427850	2002-01-29	43.9	A	10.8	A		
USGS	05427850	2002-01-30	42.7	A	10.6	A		
USGS	05427850	2002-01-31	48.3	A	11.9	A		
USGS	05427850	2002-02-01	39.0	A	9.76	A		
USGS	05427850	2002-02-02	37.6	A	9.58	A		
USGS	05427850	2002-02-03	44.5	A	11.4	A		
USGS	05427850	2002-02-04	44.0	A:e	11.2	A		
USGS	05427850	2002-02-05	46.0	A:e	11.8	A		
USGS	05427850	2002-02-06	40.2	A	10.4	A		
USGS	05427850	2002-02-07	44.7	A	11.7	A		
USGS	05427850	2002-02-08	48.2	A	12.6	A		
USGS	05427850	2002-02-09	56.2	A	14.7	A		
USGS	05427850	2002-02-10	71.0	A	18.7	A		
USGS	05427850	2002-02-11	39.5	A	6.31	A		
USGS	05427850	2002-02-12	82.8	A	22.1	A		
USGS	05427850	2002-02-13	36.9	A	10.2	A		
USGS	05427850	2002-02-14	42.1	A	11.6	A		
USGS	05427850	2002-02-15	76.8	A	21.1	A		
USGS	05427850	2002-02-16	66.4	A	18.3	A		
USGS	05427850	2002-02-17	47.7	A	13.6	A		
USGS	05427850	2002-02-18	50.1	A	14.3	A		
USGS	05427850	2002-02-19	116	A	32.6	A		
USGS	05427850	2002-02-20	176	A	49.1	A		
USGS	05427850	2002-02-21	206	A	57.7	A		
USGS	05427850	2002-02-22	116	A	33.5	A		
USGS	05427850	2002-02-23	74.2	A	21.9	A		
USGS	05427850	2002-02-24	96.9	A	28.8	A		
USGS	05427850	2002-02-25	100	A	78.2	A		
USGS	05427850	2002-02-26	68.6	A	21.2	A		
USGS	05427850	2002-02-27	70.2	A	21.7	A		
USGS	05427850	2002-02-28	66.1	A	20.7	A		
USGS	05427850	2002-03-01	60.9	A	19.4	A		
USGS	05427850	2002-03-02	66.6	A	21.5	A		
USGS	05427850	2002-03-03	48.3	A	15.7	A		
USGS	05427850	2002-03-04	54.0	A	17.8	A		
USGS	05427850	2002-03-05	52.6	A	17.7	A		
USGS	05427850	2002-03-06	54.3	A	18.2	A		
USGS	05427850	2002-03-07	55.9	A	19.1	A		
USGS	05427850	2002-03-08	77.3	A	26.3	A		
USGS	05427850	2002-03-09	148	A	50.0	A		
USGS	05427850	2002-03-10	157	A	53.5	A		
USGS	05427850	2002-03-11	96.8	A	45.5	A		
USGS	05427850	2002-03-12	78.0	A	27.9	A		
USGS	05427850	2002-03-13	87.2	A	31.4	A		
USGS	05427850	2002-03-14	101	A	36.7	A		
USGS	05427850	2002-03-15	65.1	A	24.2	A		
USGS	05427850	2002-03-16	72.9	A	27.5	A		
USGS	05427850	2002-03-17	68.8	A	26.3	A		
USGS	05427850	2002-03-18	68.4	A	26.3	A		
USGS	05427850	2002-03-19	70.8	A	27.7	A		
USGS	05427850	2002-03-20	58.5	A	23.1	A		
USGS	05427850	2002-03-21	79.8	A	31.9	A		
USGS	05427850	2002-03-22	63.2	A	25.6	A		
USGS	05427850	2002-03-23	81.7	A	33.5	A		
USGS	05427850	2002-03-24	119	A	48.6	A		
USGS	05427850	2002-03-25	22.9	A	9.96	A		
USGS	05427850	2002-03-26	45.8	A	19.9	A		
USGS	05427850	2002-03-27	38.0	A	16.7	A		
USGS	05427850	2002-03-28	80.0	A	34.8	A		
USGS	05427850	2002-03-29	67.5	A	29.7	A		
USGS	05427850	2002-03-30	55.6	A	25.3	A		
USGS	05427850	2002-03-31	73.6	A	33.5	A		
USGS	05427850	2002-04-01	74.7	A	34.4	A		
USGS	05427850	2002-04-02	62.9	A	29.4	A		
USGS	05427850	2002-04-03	61.4	A	28.9	A		
USGS	05427850	2002-04-04	64.1	A	30.6	A		
USGS	05427850	2002-04-05	65.6	A	32.0	A		
USGS	05427850	2002-04-06	30.7	A	15.5	A		
USGS	05427850	2002-04-07	82.6	A	40.9	A		
USGS	05427850	2002-04-08	170	A	55.0	A		
USGS	05427850	2002-04-09	183	A	51.3	A		
USGS	05427850	2002-04-10	122	A	61.7	A		
USGS	05427850	2002-04-11	97.0	A	50.0	A		
USGS	05427850	2002-04-12	119	A	61.7	A		
USGS	05427850	2002-04-13	85.3	A	45.1	A		
USGS	05427850	2002-04-14	74.8	A	40.5	A		
USGS	05427850	2002-04-15	60.6	A	33.5	A		
USGS	05427850	2002-04-16	59.0	A	32.9	A		
USGS	05427850	2002-04-17	95.6	A	53.3	A		
USGS	05427850	2002-04-18	41.3	A	23.6	A		
USGS	05427850	2002-04-19	107	A	60.7	A		
USGS	05427850	2002-04-20	66.3	A	38.5	A		
USGS	05427850	2002-04-21	64.6	A	38.4	A		
USGS	05427850	2002-04-22	64.6	A	48.4	A		
USGS	05427850	2002-04-23	63.8	A	38.7	A		
USGS	05427850	2002-04-24	64.4	A	39.1	A		
USGS	05427850	2002-04-25	78.7	A	48.5	A		
USGS	05427850	2002-04-26	80.9	A	50.3	A		
USGS	05427850	2002-04-27	83.1	A	52.1	A		
USGS	05427850	2002-04-28	84.8	A	53.9	A		
USGS	05427850	2002-04-29	67.3	A	44.1	A		
USGS	05427850	2002-04-30	85.1	A	55.1	A		
USGS	05427850	2002-05-01	83.1	A	54.5	A		
USGS	05427850	2002-05-02	71.8	A	48.0	A		
USGS	05427850	2002-05-03	84.1	A	56.3	A		
USGS	05427850	2002-05-04	62.6	A	43.1	A		
USGS	05427850	2002-05-05	61.3	A	42.2	A		
USGS	05427850	2002-05-06	68.0	A	47.4	A		
USGS	05427850	2002-05-07	87.5	A	61.4	A		
USGS	05427850	2002-05-08	45.0	A	32.4	A		
USGS	05427850	2002-05-09	73.0	A	78.4	A		
USGS	05427850	2002-05-10	145	A	102	A		
USGS	05427850	2002-05-11	87.3	A	63.2	A		
USGS	05427850	2002-05-12	178	A	127	A		
USGS	05427850	2002-05-13	136	A	99.2	A		
USGS	05427850	2002-05-14	93.7	A	70.1	A		
USGS	05427850	2002-05-15	41.4	A	31.6	A		
USGS	05427850	2002-05-16	104	A	78.7	A		
USGS	05427850	2002-05-17	68.9	A	59.9	A		
USGS	05427850	2002-05-18	66.6	A	52.4	A		
USGS	05427850	2002-05-19	69.8	A	55.1	A		
USGS	05427850	2002-05-20	51.7	A	41.6	A		
USGS	05427850	2002-05-21	58.1	A	46.7	A		
USGS	05427850	2002-05-22	37.0	A	30.4	A		
USGS	05427850	2002-05-23	88.1	A	71.1	A		
USGS	05427850	2002-05-24	66.6	A	55.0	A		
USGS	05427850	2002-05-25	59.5	A	49.8	A		
USGS	05427850	2002-05-26	65.0	A	54.2	A		
USGS	05427850	2002-05-27	75.4	A	62.7	A		
USGS	05427850	2002-05-28	49.5	A	42.6	A		
USGS	05427850	2002-05-29	98.7	A	83.2	A		
USGS	05427850	2002-05-30	45.8	A	39.8	A		
USGS	05427850	2002-05-31	87.5	A	74.4	A		
USGS	05427850	2002-06-01	60.1	A	52.3	A		
USGS	05427850	2002-06-02	72.2	A	62.8	A		
USGS	05427850	2002-06-03	126	A	98.0	A		
USGS	05427850	2002-06-04	226	A	172	A		
USGS	05427850	2002-06-05	257	A	164	A		
USGS	05427850	2002-06-06	146	A	130	A		
USGS	05427850	2002-06-07	90.4	A	70.9	A		
USGS	05427850	2002-06-08	95.8	A	85.7	A		
USGS	05427850	2002-06-09	70.0	A	63.4	A		
USGS	05427850	2002-06-10	42.6	A	39.7	A		
USGS	05427850	2002-06-11	104	A	93.9	A		
USGS	05427850	2002-06-12	98.4	A	89.0	A		
USGS	05427850	2002-06-13	66.0	A	61.0	A		
USGS	05427850	2002-06-14	68.7	A	63.9	A		
USGS	05427850	2002-06-15	74.3	A	68.6	A		
USGS	05427850	2002-06-16	68.1	A	63.5	A		
USGS	05427850	2002-06-17	71.1	A	66.4	A		
USGS	05427850	2002-06-18	61.5	A	58.4	A		
USGS	05427850	2002-06-19	49.8	A	34.8	A		
USGS	05427850	2002-06-20	73.2	A	68.8	A		
USGS	05427850	2002-06-21	57.4	A	54.2	A		
USGS	05427850	2002-06-22	45.1	A	43.2	A		
USGS	05427850	2002-06-23	61.3	A	58.2	A		
USGS	05427850	2002-06-24	49.0	A	47.1	A		
USGS	05427850	2002-06-25	33.9	A	33.0	A		
USGS	05427850	2002-06-26	58.2	A	55.7	A		
USGS	05427850	2002-06-27	48.8	A	47.3	A		
USGS	05427850	2002-06-28	50.1	A	48.3	A		
USGS	05427850	2002-06-29	38.2	A	37.0	A		
USGS	05427850	2002-06-30	35.8	A:e	35.1	A		
USGS	05427850	2002-07-01	38.3	A:e	37.0	A		
USGS	05427850	2002-07-02	38.3	A:e	37.0	A		
USGS	05427850	2002-07-03	38.3	A:e	32.6	A		
USGS	05427850	2002-07-04	35.0	A:e	34.2	A		
USGS	05427850	2002-07-05	39.5	A:e	38.9	A		
USGS	05427850	2002-07-06	35.0	A:e	34.1	A		
USGS	05427850	2002-07-07	32.5	A:e	32.2	A		
USGS	05427850	2002-07-08	32.1	A:e	31.2	A		
USGS	05427850	2002-07-09	62.4	A	59.3	A		
USGS	05427850	2002-07-10	55.5	A	52.7	A		
USGS	05427850	2002-07-11	33.7	A	32.9	A		
USGS	05427850	2002-07-12	38.0	A	36.6	A		
USGS	05427850	2002-07-13	43.4	A	41.2	A		
USGS	05427850	2002-07-14	42.7	A	41.1	A		
USGS	05427850	2002-07-15	38.9	A	47.1	A		
USGS	05427850	2002-07-16	34.9	A	33.5	A		
USGS	05427850	2002-07-17	45.2	A	42.6	A		
USGS	05427850	2002-07-18	48.1	A	45.2	A		
USGS	05427850	2002-07-19	34.3	A	32.2	A		
USGS	05427850	2002-07-20	37.1	A	34.9	A		
USGS	05427850	2002-07-21	26.5	A	25.5	A		
USGS	05427850	2002-07-22	78.7	A	72.3	A		
USGS	05427850	2002-07-23	49.2	A	45.3	A		
USGS	05427850	2002-07-24	42.9	A	39.7	A		
USGS	05427850	2002-07-25	42.0	A	38.6	A		
USGS	05427850	2002-07-26	69.9	A	82.0	A		
USGS	05427850	2002-07-27	38.0	A	34.7	A		
USGS	05427850	2002-07-28	50.4	A	45.1	A		
USGS	05427850	2002-07-29	58.1	A	51.8	A		
USGS	05427850	2002-07-30	37.8	A	37.5	A		
USGS	05427850	2002-07-31	36.9	A	33.1	A		
USGS	05427850	2002-08-01	58.5	A	51.7	A		
USGS	05427850	2002-08-02	39.7	A	35.2	A		
USGS	05427850	2002-08-03	38.3	A	33.3	A		
USGS	05427850	2002-08-04	50.3	A	43.2	A		
USGS	05427850	2002-08-05	53.1	A	45.4	A		
USGS	05427850	2002-08-06	38.2	A	32.6	A		
USGS	05427850	2002-08-07	37.2	A	31.6	A		
USGS	05427850	2002-08-08	39.1	A	33.0	A		
USGS	05427850	2002-08-09	35.6	A	33.8	A		
USGS	05427850	2002-08-10	34.7	A	29.2	A		
USGS	05427850	2002-08-11	38.4	A	31.4	A		
USGS	05427850	2002-08-12	36.0	A	29.6	A		
USGS	05427850	2002-08-13	56.4	A	45.1	A		
USGS	05427850	2002-08-14	29.3	A	29.1	A		
USGS	05427850	2002-08-15	36.9	A	29.6	A		
USGS	05427850	2002-08-16	56.5	A	44.8	A		
USGS	05427850	2002-08-17	51.3	A	39.8	A		
USGS	05427850	2002-08-18	51.5	A	40.2	A		
USGS	05427850	2002-08-19	40.2	A	30.9	A		
USGS	05427850	2002-08-20	34.7	A	26.9	A		
USGS	05427850	2002-08-21	31.8	A	24.4	A		
USGS	05427850	2002-08-22	76.0	A	56.2	A		
USGS	05427850	2002-08-23	55.5	A	41.0	A		
USGS	05427850	2002-08-24	39.5	A	19.4	A		
USGS	05427850	2002-08-25	44.4	A	32.0	A		
USGS	05427850	2002-08-26	37.6	A	27.5	A		
USGS	05427850	2002-08-27	39.4	A	27.9	A		
USGS	05427850	2002-08-28	32.8	A	21.5	A		
USGS	05427850	2002-08-29	39.9	A	28.0	A		
USGS	05427850	2002-08-30	37.6	A	26.3	A		
USGS	05427850	2002-08-31	38.5	A	26.1	A		
USGS	05427850	2002-09-01	26.8	A	18.5	A		
USGS	05427850	2002-09-02	32.3	A	21.6	A		
USGS	05427850	2002-09-03	75.2	A	42.9	A		
USGS	05427850	2002-09-04	39.3	A	25.6	A		
USGS	05427850	2002-09-05	32.2	A	20.9	A		
USGS	05427850	2002-09-06	43.7	A	28.1	A		
USGS	05427850	2002-09-07	42.8	A	27.2	A		
USGS	05427850	2002-09-08	34.6	A	22.0	A		
USGS	05427850	2002-09-09	34.5	A	21.8	A		
USGS	05427850	2002-09-10	48.6	A	20.4	A		
USGS	05427850	2002-09-11	36.9	A	22.4	A		
USGS	05427850	2002-09-12	34.6	A	21.0	A		
USGS	05427850	2002-09-13	36.6	A	21.9	A		
USGS	05427850	2002-09-14	48.8	A	28.5	A		
USGS	05427850	2002-09-15	35.8	A	20.8	A		
USGS	05427850	2002-09-16	36.7	A	21.1	A		
USGS	05427850	2002-09-17	39.4	A	22.0	A		
USGS	05427850	2002-09-18	37.9	A	21.2	A		
USGS	05427850	2002-09-19	42.5	A	16.7	A		
USGS	05427850	2002-09-20	34.3	A	18.5	A		
USGS	05427850	2002-09-21	64.8	A	34.4	A		
USGS	05427850	2002-09-22	46.1	A	24.3	A		
USGS	05427850	2002-09-23	20.0	A	7.12	A		
USGS	05427850	2002-09-24	49.1	A	25.2	A		
USGS	05427850	2002-09-25	42.6	A	21.9	A		
USGS	05427850	2002-09-26	51.0	A	25.5	A		
USGS	05427850	2002-09-27	20.4	A	10.1	A		
USGS	05427850	2002-09-28	35.2	A	17.3	A		
USGS	05427850	2002-09-29	20.0	A	9.86	A		
USGS	05427850	2002-09-30	12.8	A	6.37	A		
USGS	05427850	2002-10-01	71.3	A	28.4	A		
USGS	05427850	2002-10-02	69.5	A	27.3	A		
USGS	05427850	2002-10-03	30.7	A	11.2	A		
USGS	05427850	2002-10-04	48.1	A	16.1	A		
USGS	05427850	2002-10-05	134	A	43.7	A		
USGS	05427850	2002-10-06	47.6	A	15.5	A		
USGS	05427850	2002-10-07	69.3	A	22.3	A		
USGS	05427850	2002-10-08	55.4	A	17.7	A		
USGS	05427850	2002-10-09	51.3	A	16.2	A		
USGS	05427850	2002-10-10	43.1	A	13.5	A		
USGS	05427850	2002-10-11	44.1	A	13.6	A		
USGS	05427850	2002-10-12	45.4	A	13.8	A		
USGS	05427850	2002-10-13	48.3	A	14.4	A		
USGS	05427850	2002-10-14	22.4	A	6.62	A		
USGS	05427850	2002-10-15	69.9	A	20.3	A		
USGS	05427850	2002-10-16	39.4	A	11.2	A		
USGS	05427850	2002-10-17	44.2	A	12.0	A		
USGS	05427850	2002-10-18	27.2	A	7.08	A		
USGS	05427850	2002-10-19	75.5	A	18.7	A		
USGS	05427850	2002-10-20	57.6	A	13.7	A		
USGS	05427850	2002-10-21	44.1	A	10.0	A		
USGS	05427850	2002-10-22	63.5	A	13.8	A		
USGS	05427850	2002-10-23	34.8	A	7.52	A		
USGS	05427850	2002-10-24	39.9	A	8.62	A		
USGS	05427850	2002-10-25	46.7	A	10.1	A		
USGS	05427850	2002-10-26	53.4	A	11.5	A		
USGS	05427850	2002-10-27	60.8	A	13.1	A		
USGS	05427850	2002-10-28	58.9	A	12.7	A		
USGS	05427850	2002-10-29	58.7	A	12.7	A		
USGS	05427850	2002-10-30	44.7	A	9.66	A		
USGS	05427850	2002-10-31	46.7	A	10.1	A		
USGS	05427850	2002-11-01	40.7	A	8.78	A		
USGS	05427850	2002-11-02	71.9	A	15.5	A		
USGS	05427850	2002-11-03	40.6	A	8.78	A		
USGS	05427850	2002-11-04	70.4	A	15.2	A		
USGS	05427850	2002-11-05	56.3	A	12.2	A		
USGS	05427850	2002-11-06	58.7	A	12.7	A		
USGS	05427850	2002-11-07	10.4	A	2.25	A		
USGS	05427850	2002-11-08	95.2	A	20.1	A		
USGS	05427850	2002-11-09	47.9	A	10.0	A		
USGS	05427850	2002-11-10	63.9	A	13.2	A		
USGS	05427850	2002-11-11	87.4	A	17.9	A		
USGS	05427850	2002-11-12	72.7	A	14.7	A		
USGS	05427850	2002-11-13	57.7	A	11.6	A		
USGS	05427850	2002-11-14	88.5	A	17.5	A		
USGS	05427850	2002-11-15	57.1	A	11.2	A		
USGS	05427850	2002-11-16	51.7	A	10.0	A		
USGS	05427850	2002-11-17	46.3	A	8.88	A		
USGS	05427850	2002-11-18	52.6	A	9.98	A		
USGS	05427850	2002-11-19	54.0	A	10.1	A		
USGS	05427850	2002-11-20	59.4	A	11.0	A		
USGS	05427850	2002-11-21	58.6	A	10.8	A		
USGS	05427850	2002-11-22	36.2	A	6.59	A		
USGS	05427850	2002-11-23	58.4	A	10.5	A		
USGS	05427850	2002-11-24	58.2	A	10.3	A		
USGS	05427850	2002-11-25	47.5	A	8.36	A		
USGS	05427850	2002-11-26	46.2	A	8.04	A		
USGS	05427850	2002-11-27	41.6	A	7.16	A		
USGS	05427850	2002-11-28	35.7	A	6.08	A		
USGS	05427850	2002-11-29	60.0	A	10.1	A		
USGS	05427850	2002-11-30	54.3	A	9.05	A		
USGS	05427850	2002-12-01	39.5	A	6.51	A		
USGS	05427850	2002-12-02	49.5	A	8.07	A		
USGS	05427850	2002-12-03	28.8	A	4.66	A		
USGS	05427850	2002-12-04	35.3	A	5.63	A		
USGS	05427850	2002-12-05	38.3	A	6.04	A		
USGS	05427850	2002-12-06	32.4	A	5.06	A		
USGS	05427850	2002-12-07	46.5	A	7.17	A		
USGS	05427850	2002-12-08	36.4	A	5.57	A		
USGS	05427850	2002-12-09	31.6	A	4.78	A		
USGS	05427850	2002-12-10	41.9	A	6.26	A		
USGS	05427850	2002-12-11	39.8	A	5.89	A		
USGS	05427850	2002-12-12	44.7	A	6.54	A		
USGS	05427850	2002-12-13	48.6	A	7.04	A		
USGS	05427850	2002-12-14	43.7	A	6.26	A		
USGS	05427850	2002-12-15	63.6	A	9.01	A		
USGS	05427850	2002-12-16	38.6	A	5.42	A		
USGS	05427850	2002-12-17	46.5	A	6.45	A		
USGS	05427850	2002-12-18	61.1	A	8.38	A		
USGS	05427850	2002-12-19	75.5	A	10.2	A		
USGS	05427850	2002-12-20	53.1	A	7.13	A		
USGS	05427850	2002-12-21	57.9	A	7.69	A		
USGS	05427850	2002-12-22	33.8	A	4.44	A		
USGS	05427850	2002-12-23	46.7	A	6.07	A		
USGS	05427850	2002-12-24	43.1	A	5.54	A		
USGS	05427850	2002-12-25	43.4	A	5.52	A		
USGS	05427850	2002-12-26	40.9	A	5.15	A		
USGS	05427850	2002-12-27	42.1	A	5.24	A		
USGS	05427850	2002-12-28	54.6	A	6.72	A		
USGS	05427850	2002-12-29	51.9	A	6.32	A		
USGS	05427850	2002-12-30	49.5	A	5.96	A		
USGS	05427850	2002-12-31	52.0	A	6.19	A		
USGS	05427850	2003-01-01	41.2	A	4.86	A		
USGS	05427850	2003-01-02	41.1	A	4.79	A		
USGS	05427850	2003-01-03	38.1	A	4.40	A		
USGS	05427850	2003-01-04	43.3	A	4.95	A		
USGS	05427850	2003-01-05	48.9	A	5.52	A		
USGS	05427850	2003-01-06	40.9	A	4.57	A		
USGS	05427850	2003-01-07	46.5	A	5.14	A		
USGS	05427850	2003-01-08	43.3	A	4.73	A		
USGS	05427850	2003-01-09	46.1	A	4.99	A		
USGS	05427850	2003-01-10	30.8	A	3.30	A		
USGS	05427850	2003-01-11	30.7	A	3.25	A		
USGS	05427850	2003-01-12	41.4	A	4.33	A		
USGS	05427850	2003-01-13	38.7	A	4.01	A		
USGS	05427850	2003-01-14	32.2	A	3.30	A		
USGS	05427850	2003-01-15	29.7	A	3.01	A		
USGS	05427850	2003-01-16	39.6	A	3.96	A		
USGS	05427850	2003-01-17	32.9	A	3.26	A		
USGS	05427850	2003-01-18	34.9	A	3.42	A		
USGS	05427850	2003-01-19	28.6	A	2.78	A		
USGS	05427850	2003-01-20	35.5	A	3.41	A		
USGS	05427850	2003-01-21	29.7	A	2.82	A		
USGS	05427850	2003-01-22	27.8	A	2.61	A		
USGS	05427850	2003-01-23	22.0	A	2.05	A		
USGS	05427850	2003-01-24	21.8	A	2.00	A		
USGS	05427850	2003-01-25	25.9	A	2.36	A		
USGS	05427850	2003-01-26	29.7	A	2.67	A		
USGS	05427850	2003-01-27	22.8	A	2.03	A		
USGS	05427850	2003-01-28	28.1	A	2.48	A		
USGS	05427850	2003-01-29	28.3	A	2.47	A		
USGS	05427850	2003-01-30	30.5	A	2.63	A		
USGS	05427850	2003-01-31	38.9	A	3.32	A		
USGS	05427850	2003-02-01	38.5	A	3.25	A		
USGS	05427850	2003-02-02	29.4	A	2.46	A		
USGS	05427850	2003-02-03	28.2	A	2.33	A		
USGS	05427850	2003-02-04	35.6	A	2.90	A		
USGS	05427850	2003-02-05	33.8	A	2.73	A		
USGS	05427850	2003-02-06	35.7	A	2.85	A		
USGS	05427850	2003-02-07	29.3	A	2.32	A		
USGS	05427850	2003-02-08	33.7	A	2.63	A		
USGS	05427850	2003-02-09	34.3	A	2.65	A		
USGS	05427850	2003-02-10	31.1	A	2.38	A		
USGS	05427850	2003-02-11	32.9	A	2.49	A		
USGS	05427850	2003-02-12	40.3	A	3.01	A		
USGS	05427850	2003-02-13	36.8	A	2.73	A		
USGS	05427850	2003-02-14	39.2	A	2.87	A		
USGS	05427850	2003-02-15	35.3	A	2.56	A		
USGS	05427850	2003-02-16	36.8	A	2.64	A		
USGS	05427850	2003-02-17	33.7	A	2.39	A		
USGS	05427850	2003-02-18	38.1	A	2.68	A		
USGS	05427850	2003-02-19	37.5	A	2.68	A		
USGS	05427850	2003-02-20	45.3	A	3.30	A		
USGS	05427850	2003-02-21	63.2	A	4.68	A		
USGS	05427850	2003-02-22	68.6	A	5.17	A		
USGS	05427850	2003-02-23	39.8	A	3.06	A		
USGS	05427850	2003-02-24	37.1	A	2.89	A		
USGS	05427850	2003-02-25	38.6	A	3.06	A		
USGS	05427850	2003-02-26	35.9	A	2.89	A		
USGS	05427850	2003-02-27	33.0	A	2.71	A		
USGS	05427850	2003-02-28	37.6	A	3.14	A		
USGS	05427850	2003-03-01	34.8	A	2.96	A		
USGS	05427850	2003-03-02	36.8	A	3.18	A		
USGS	05427850	2003-03-03	32.0	A	2.81	A		
USGS	05427850	2003-03-04	27.8	A	2.49	A		
USGS	05427850	2003-03-05	30.7	A	2.79	A		
USGS	05427850	2003-03-06	40.9	A	3.79	A		
USGS	05427850	2003-03-07	29.7	A	2.80	A		
USGS	05427850	2003-03-08	45.4	A	4.35	A		
USGS	05427850	2003-03-09	36.9	A	3.60	A		
USGS	05427850	2003-03-10	32.0	A	3.18	A		
USGS	05427850	2003-03-11	37.6	A	3.79	A		
USGS	05427850	2003-03-12	37.9	A	3.94	A		
USGS	05427850	2003-03-13	40.7	A	4.62	A		
USGS	05427850	2003-03-14	46.9	A	5.85	A		
USGS	05427850	2003-03-15	74.5	A	10.2	A		
USGS	05427850	2003-03-16	85.4	A	12.9	A		
USGS	05427850	2003-03-17	72.8	A	12.1	A		
USGS	05427850	2003-03-18	62.2	A	11.4	A		
USGS	05427850	2003-03-19	47.4	A	9.57	A		
USGS	05427850	2003-03-20	48.7	A	10.8	A		
USGS	05427850	2003-03-21	43.9	A	10.7	A		
USGS	05427850	2003-03-22	58.6	A	15.8	A		
USGS	05427850	2003-03-23	40.6	A	12.0	A		
USGS	05427850	2003-03-24	50.1	A	16.3	A		
USGS	05427850	2003-03-25	46.5	A	16.7	A		
USGS	05427850	2003-03-26	46.8	A	18.5	A		
USGS	05427850	2003-03-27	51.6	A	22.4	A		
USGS	05427850	2003-03-28	42.0	A	20.1	A		
USGS	05427850	2003-03-29	83.1	A	43.7	A		
USGS	05427850	2003-03-30	52.0	A	30.2	A		
USGS	05427850	2003-03-31	40.8	A	26.0	A		
USGS	05427850	2003-04-01	64.9	A	45.5	A		
USGS	05427850	2003-04-02	75.6	A	56.6	A		
USGS	05427850	2003-04-03	30.1	A	23.0	A		
USGS	05427850	2003-04-04	50.8	A	39.3	A		
USGS	05427850	2003-04-05	33.3	A	26.2	A		
USGS	05427850	2003-04-06	84.9	A	68.1	A		
USGS	05427850	2003-04-07	31.9	A	26.4	A		
USGS	05427850	2003-04-08	17.3	A	14.8	A		
USGS	05427850	2003-04-09	48.5	A	42.5	A		
USGS	05427850	2003-04-10	53.6	A	48.4	A		
USGS	05427850	2003-04-11	61.9	A	57.5	A		
USGS	05427850	2003-04-12	56.4	A	53.9	A		
USGS	05427850	2003-04-13	39.5	A	38.9	A		
USGS	05427850	2003-04-14	24.7	A	25.1	A		
USGS	05427850	2003-04-15	65.3	A	68.1	A		
USGS	05427850	2003-04-16	110	A	118	A		
USGS	05427850	2003-04-17	-1.45	A	-1.36	A		
USGS	05427850	2003-04-18	47.3	A	51.8	A		
USGS	05427850	2003-04-19	26.8	A	29.8	A		
USGS	05427850	2003-04-20	42.6	A	47.1	A		
USGS	05427850	2003-04-21	101	A	109	A		
USGS	05427850	2003-04-22	38.3	A	40.0	A		
USGS	05427850	2003-04-23	44.0	A	44.6	A		
USGS	05427850	2003-04-24	45.3	A	44.6	A		
USGS	05427850	2003-04-25	44.1	A	42.1	A		
USGS	05427850	2003-04-26	27.7	A	25.7	A		
USGS	05427850	2003-04-27	25.8	A	23.3	A		
USGS	05427850	2003-04-28	53.1	A	47.3	A		
USGS	05427850	2003-04-29	32.8	A	29.8	A		
USGS	05427850	2003-04-30	68.5	A	65.5	A		
USGS	05427850	2003-05-01	188	A	190	A		
USGS	05427850	2003-05-02	114	A	112	A		
USGS	05427850	2003-05-03	73.1	A	70.3	A		
USGS	05427850	2003-05-04	75.4	A	69.9	A		
USGS	05427850	2003-05-05	77.3	A	68.3	A		
USGS	05427850	2003-05-06	104	A	87.3	A		
USGS	05427850	2003-05-07	86.8	A	85.8	A		
USGS	05427850	2003-05-08	100	A	159	A		
USGS	05427850	2003-05-09	102	A	192	A		
