agency_cd	site_no	datetime	154921_00060_00003	154921_00060_00003_cd	223624_91050_00003	223624_91050_00003_cd	232446_91060_00003	232446_91060_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s
USGS	05427850	2008-06-14	805	A	1490	A		
USGS	05427850	2008-06-15	514	A	923	A		
USGS	05427850	2008-06-16	300	A	533	A		
USGS	05427850	2008-06-17	228	A	404	A		
USGS	05427850	2008-06-18	222	A	356	A		
USGS	05427850	2008-06-19	202	A	286	A		
USGS	05427850	2008-06-20	201	A	248	A		
USGS	05427850	2008-06-21	186	A	188	A		
USGS	05427850	2008-06-22	191	A	162	A		
USGS	05427850	2008-06-23	187	A	155	A		
USGS	05427850	2008-06-24	173	A	143	A		
USGS	05427850	2008-06-25	158	A	130	A		
USGS	05427850	2008-06-26	173	A	136	A		
USGS	05427850	2008-06-27	133	A	99.5	A		
USGS	05427850	2008-06-28	209	A	148	A		
USGS	05427850	2008-06-29	261	A	176	A		
USGS	05427850	2008-06-30	176	A	113	A		
USGS	05427850	2008-07-01	140	A	91.3	A		
USGS	05427850	2008-07-02	172	A	117	A		
USGS	05427850	2008-07-03	135	A	96.9	A		
USGS	05427850	2008-07-04	125	A	80.3	A		
USGS	05427850	2008-07-05	120	A	70.1	A		
USGS	05427850	2008-07-06	120	A	71.6	A		
USGS	05427850	2008-07-07	146	A	89.5	A		
USGS	05427850	2008-07-08	261	A	161	A		
USGS	05427850	2008-07-09	231	A	157	A		
USGS	05427850	2008-07-10	141	A	99.0	A		
USGS	05427850	2008-07-11	349	A	300	A		
USGS	05427850	2008-07-12	593	A	555	A		
USGS	05427850	2008-07-13	440	A	546	A		
USGS	05427850	2008-07-14	256	A	322	A		
USGS	05427850	2008-07-15	172	A	205	A		
USGS	05427850	2008-07-16	149	A	166	A		
USGS	05427850	2008-07-17	165	A	189	A		
USGS	05427850	2008-07-18	179	A	213	A		
USGS	05427850	2008-07-19	164	A	201	A		
USGS	05427850	2008-07-20	158	A	199	A		
USGS	05427850	2008-07-21	169	A	206	A		
USGS	05427850	2008-07-22	145	A	171	A		
USGS	05427850	2008-07-23	138	A	157	A		
USGS	05427850	2008-07-24	110	A	120	A		
USGS	05427850	2008-07-25	140	A	143	A		
USGS	05427850	2008-07-26	133	A	107	A		
USGS	05427850	2008-07-27	123	A	75.1	A		
USGS	05427850	2008-07-28	119	A	61.9	A		
USGS	05427850	2008-07-29	94.2	A	63.7	A		
USGS	05427850	2008-07-30	125	A	97.5	A		
USGS	05427850	2008-07-31	110	A	111	A		
USGS	05427850	2008-08-01	116	A	109	A		
USGS	05427850	2008-08-02	107	A	91.5	A		
USGS	05427850	2008-08-03	95.8	A	76.8	A		
USGS	05427850	2008-08-04	147	A	111	A		
USGS	05427850	2008-08-05	160	A	115	A		
USGS	05427850	2008-08-06	127	A	91.5	A		
USGS	05427850	2008-08-07	128	A	92.2	A		
USGS	05427850	2008-08-08	109	A	78.8	A		
USGS	05427850	2008-08-09	118	A	86.3	A		
USGS	05427850	2008-08-10	104	A	76.3	A		
USGS	05427850	2008-08-11	102	A	76.0	A		
USGS	05427850	2008-08-12	107	A	82.5	A		
USGS	05427850	2008-08-13	107	A	85.9	A		
USGS	05427850	2008-08-14	115	A	95.4	A		
USGS	05427850	2008-08-15	106	A	91.3	A		
USGS	05427850	2008-08-16	106	A	94.9	A		
USGS	05427850	2008-08-17	105	A	96.9	A		
USGS	05427850	2008-08-18	109	A	100	A		
USGS	05427850	2008-08-19	106	A	96.2	A		
USGS	05427850	2008-08-20	98.0	A	87.9	A		
USGS	05427850	2008-08-21	93.5	A	83.1	A		
USGS	05427850	2008-08-22	93.8	A	82.3	A		
USGS	05427850	2008-08-23	120	A	104	A		
USGS	05427850	2008-08-24	109	A	93.6	A		
USGS	05427850	2008-08-25	104	A	90.6	A		
USGS	05427850	2008-08-26	97.9	A	86.3	A		
USGS	05427850	2008-08-27	98.4	A	87.9	A		
USGS	05427850	2008-08-28	103	A	93.3	A		
USGS	05427850	2008-08-29	110	A	101	A		
USGS	05427850	2008-08-30	103	A	95.0	A		
USGS	05427850	2008-08-31	98.7	A	86.0	A		
USGS	05427850	2008-09-01	93.0	A	76.4	A		
USGS	05427850	2008-09-02	93.1	A	71.8	A		
USGS	05427850	2008-09-03	94.5	A	69.1	A		
USGS	05427850	2008-09-04	99.3	A	68.2	A		
USGS	05427850	2008-09-05	107	A	69.5	A		
USGS	05427850	2008-09-06	103	A	64.1	A		
USGS	05427850	2008-09-07	92.9	A	55.6	A		
USGS	05427850	2008-09-08	97.6	A	56.2	A		
USGS	05427850	2008-09-09	98.3	A	54.4	A		
USGS	05427850	2008-09-10	88.3	A	47.0	A		
USGS	05427850	2008-09-11	80.0	A	41.2	A		
USGS	05427850	2008-09-12	110	A	56.5	A		
USGS	05427850	2008-09-13	92.4	A	47.2	A		
USGS	05427850	2008-09-14	133	A	67.6	A		
USGS	05427850	2008-09-15	104	A	52.9	A		
USGS	05427850	2008-09-16	85.2	A	43.3	A		
USGS	05427850	2008-09-17	108	A	55.0	A		
USGS	05427850	2008-09-18	84.3	A	42.4	A		
USGS	05427850	2008-09-19	89.9	A	44.9	A		
USGS	05427850	2008-09-20	93.8	A	46.5	A		
USGS	05427850	2008-09-21	87.6	A	43.1	A		
USGS	05427850	2008-09-22	81.9	A	39.9	A		
USGS	05427850	2008-09-23	83.7	A	40.5	A		
USGS	05427850	2008-09-24	95.9	A	46.1	A		
USGS	05427850	2008-09-25	89.9	A	43.3	A		
USGS	05427850	2008-09-26	84.1	A	40.6	A		
USGS	05427850	2008-09-27	91.2	A	44.1	A		
USGS	05427850	2008-09-28	85.1	A	41.2	A		
USGS	05427850	2008-09-29	81.8	A	39.7	A		
USGS	05427850	2008-09-30	88.1	A	42.6	A		
USGS	05427850	2008-10-01	83.8	A	31.0	A		
USGS	05427850	2008-10-02	90.0	A	31.5	A		
USGS	05427850	2008-10-03	85.9	A	28.6	A		
USGS	05427850	2008-10-04	82.3	A	25.8	A		
USGS	05427850	2008-10-05	92.4	A	27.9	A		
USGS	05427850	2008-10-06	96.4	A	30.8	A		
USGS	05427850	2008-10-07	96.7	A	33.2	A		
USGS	05427850	2008-10-08	144	A	53.1	A		
USGS	05427850	2008-10-09	138	A	45.0	A		
USGS	05427850	2008-10-10	107	A	29.0	A		
USGS	05427850	2008-10-11	93.0	A	27.9	A		
USGS	05427850	2008-10-12	91.1	A	30.0	A		
USGS	05427850	2008-10-13	68.7	A	24.7	A		
USGS	05427850	2008-10-14	110	A	42.2	A		
USGS	05427850	2008-10-15	99.6	A	36.0	A		
USGS	05427850	2008-10-16	100	A	33.5	A		
USGS	05427850	2008-10-17	93.4	A	29.1	A		
USGS	05427850	2008-10-18	87.1	A	27.4	A		
USGS	05427850	2008-10-19	80.3	A	26.0	A		
USGS	05427850	2008-10-20	113	A	37.0	A		
USGS	05427850	2008-10-21	91.8	A	30.2	A		
USGS	05427850	2008-10-22	93.2	A	30.3	A		
USGS	05427850	2008-10-23	89.2	A	26.5	A		
USGS	05427850	2008-10-24	97.9	A	26.0	A		
USGS	05427850	2008-10-25	85.2	A	21.3	A		
USGS	05427850	2008-10-26	114	A	33.4	A		
USGS	05427850	2008-10-27	118	A	37.5	A		
USGS	05427850	2008-10-28	86.6	A	27.3	A		
USGS	05427850	2008-10-29	90.9	A	28.5	A		
USGS	05427850	2008-10-30	75.6	A	23.5	A		
USGS	05427850	2008-10-31	108	A	33.3	A		
USGS	05427850	2008-11-01	94.5	A	28.9	A		
USGS	05427850	2008-11-02	85.8	A	26.0	A		
USGS	05427850	2008-11-03	88.1	A	26.5	A		
USGS	05427850	2008-11-04	85.2	A	25.5	A		
USGS	05427850	2008-11-05	84.3	A	25.1	A		
USGS	05427850	2008-11-06	102	A	30.2	A		
USGS	05427850	2008-11-07	105	A	31.1	A		
USGS	05427850	2008-11-08	111	A	32.9	A		
USGS	05427850	2008-11-09	101	A	29.7	A		
USGS	05427850	2008-11-10	96.8	A	27.2	A		
USGS	05427850	2008-11-11	91.1	A	24.3	A		
USGS	05427850	2008-11-12	95.9	A	24.3	A		
USGS	05427850	2008-11-13	98.3	A	23.5	A		
USGS	05427850	2008-11-14	143	A	33.0	A		
USGS	05427850	2008-11-15	109	A	26.2	A		
USGS	05427850	2008-11-16	106	A	27.2	A		
USGS	05427850	2008-11-17	104	A	28.4	A		
USGS	05427850	2008-11-18	73.2	A	21.3	A		
USGS	05427850	2008-11-19	122	A	38.0	A		
USGS	05427850	2008-11-20	92.3	A	30.5	A		
USGS	05427850	2008-11-21	81.7	A	28.9	A		
USGS	05427850	2008-11-22	80.3	A	30.3	A		
USGS	05427850	2008-11-23	88.4	A	35.6	A		
USGS	05427850	2008-11-24	94.4	A	39.1	A		
USGS	05427850	2008-11-25	80.3	A	29.6	A		
USGS	05427850	2008-11-26	82.7	A	26.7	A		
USGS	05427850	2008-11-27	75.1	A	21.2	A		
USGS	05427850	2008-11-28	86.9	A	21.5	A		
USGS	05427850	2008-11-29	82.8	A	17.9	A		
USGS	05427850	2008-11-30	108	A	20.4	A		
USGS	05427850	2008-12-01	67.6	A	11.5	A		
USGS	05427850	2008-12-02	70.6	A	12.3	A		
USGS	05427850	2008-12-03	96.0	A	17.3	A		
USGS	05427850	2008-12-04	74.9	A	14.0	A		
USGS	05427850	2008-12-05	61.4	A	11.9	A		
USGS	05427850	2008-12-06	88.0	A	17.6	A		
USGS	05427850	2008-12-07	69.3	A	14.3	A		
USGS	05427850	2008-12-08	79.6	A	17.1	A		
USGS	05427850	2008-12-09	81.1	A	18.0	A		
USGS	05427850	2008-12-10	72.0	A	16.5	A		
USGS	05427850	2008-12-11	77.8	A	18.5	A		
USGS	05427850	2008-12-12	67.4	A	16.6	A		
USGS	05427850	2008-12-13	69.5	A	17.7	A		
USGS	05427850	2008-12-14	92.5	A	24.5	A		
USGS	05427850	2008-12-15	105	A	28.8	A		
USGS	05427850	2008-12-16	81.1	A	23.0	A		
USGS	05427850	2008-12-17	90.1	A	26.4	A		
USGS	05427850	2008-12-18	83.6	A	25.4	A		
USGS	05427850	2008-12-19	84.1	A	26.5	A		
USGS	05427850	2008-12-20	82.2	A	26.8	A		
USGS	05427850	2008-12-21	84.7	A	28.6	A		
USGS	05427850	2008-12-22	78.2	A	27.3	A		
USGS	05427850	2008-12-23	87.3	A	31.6	A		
USGS	05427850	2008-12-24	86.2	A	32.3	A		
USGS	05427850	2008-12-25	87.9	A	33.7	A		
USGS	05427850	2008-12-26	87.7	A	34.7	A		
USGS	05427850	2008-12-27	128	A	71.1	A		
USGS	05427850	2008-12-28	207	A	173	A		
USGS	05427850	2008-12-29	218	A	272	A		
USGS	05427850	2008-12-30	153	A	256	A		
USGS	05427850	2008-12-31	105	A	125	A		
USGS	05427850	2009-01-01	105	A	86.9	A		
USGS	05427850	2009-01-02	103	A	79.4	A		
USGS	05427850	2009-01-03	96.7	A	71.3	A		
USGS	05427850	2009-01-04	98.3	A	69.3	A		
USGS	05427850	2009-01-05	81.9	A	55.2	A		
USGS	05427850	2009-01-06	89.7	A	57.8	A		
USGS	05427850	2009-01-07	90.2	A	55.7	A		
USGS	05427850	2009-01-08	81.7	A	48.3	A		
USGS	05427850	2009-01-09	78.8	A	44.5	A		
USGS	05427850	2009-01-10	89.0	A	48.1	A		
USGS	05427850	2009-01-11	91.1	A	47.5	A		
USGS	05427850	2009-01-12	87.1	A	43.8	A		
USGS	05427850	2009-01-13	88.3	A	42.9	A		
USGS	05427850	2009-01-14	87.9	A	41.2	A		
USGS	05427850	2009-01-15	85.3	A	38.6	A		
USGS	05427850	2009-01-16	85.8	A	37.5	A		
USGS	05427850	2009-01-17	84.4	A	35.6	A		
USGS	05427850	2009-01-18	88.2	A	35.9	A		
USGS	05427850	2009-01-19	89.4	A	35.1	A		
USGS	05427850	2009-01-20	89.7	A	34.0	A		
USGS	05427850	2009-01-21	89.3	A	32.6	A		
USGS	05427850	2009-01-22	90.3	A	31.9	A		
USGS	05427850	2009-01-23	87.0	A	29.6	A		
USGS	05427850	2009-01-24	79.1	A	26.0	A		
USGS	05427850	2009-01-25	75.4	A	23.9	A		
USGS	05427850	2009-01-26	80.3	A	24.6	A		
USGS	05427850	2009-01-27	81.2	A	24.0	A		
USGS	05427850	2009-01-28	83.7	A	23.9	A		
USGS	05427850	2009-01-29	84.9	A	23.4	A		
USGS	05427850	2009-01-30	86.4	A	22.9	A		
USGS	05427850	2009-01-31	85.4	A	21.9	A		
USGS	05427850	2009-02-01	90.4	A	22.3	A		
USGS	05427850	2009-02-02	91.9	A	22.0	A		
USGS	05427850	2009-02-03	82.1	A	18.9	A		
USGS	05427850	2009-02-04	78.9	A	18.0	A		
USGS	05427850	2009-02-05	81.5	A	23.0	A		
USGS	05427850	2009-02-06	88.4	A	33.1	A		
USGS	05427850	2009-02-07	97.8	A	48.4	A		
USGS	05427850	2009-02-08	128	A	86.9	A		
USGS	05427850	2009-02-09	171	A	183	A		
USGS	05427850	2009-02-10	294	A	529	A		
USGS	05427850	2009-02-11	544	A	1540	A		
USGS	05427850	2009-02-12	483	A	1890	A		
USGS	05427850	2009-02-13	281	A	798	A		
USGS	05427850	2009-02-14	158	A	376	A		
USGS	05427850	2009-02-15	118	A	246	A		
USGS	05427850	2009-02-16	102	A	187	A		
USGS	05427850	2009-02-17	99.6	A	164	A		
USGS	05427850	2009-02-18	102	A	165	A		
USGS	05427850	2009-02-19	83.8	A	136	A		
USGS	05427850	2009-02-20	88.8	A	143	A		
USGS	05427850	2009-02-21	87.8	A	142	A		
USGS	05427850	2009-02-22	82.9	A	134	A		
USGS	05427850	2009-02-23	81.3	A	131	A		
USGS	05427850	2009-02-24	84.7	A	136	A		
USGS	05427850	2009-02-25	86.6	A	139	A		
USGS	05427850	2009-02-26	123	A	226	A		
USGS	05427850	2009-02-27	411	A	1500	A		
USGS	05427850	2009-02-28	441	A	1540	A		
USGS	05427850	2009-03-01	256	A	766	A		
USGS	05427850	2009-03-02	119	A	298	A		
USGS	05427850	2009-03-03	99.3	A	231	A		
USGS	05427850	2009-03-04	97.3	A	226	A		
USGS	05427850	2009-03-05	117	A	272	A		
USGS	05427850	2009-03-06	190	A	440	A		
USGS	05427850	2009-03-07	240	A	594	A		
USGS	05427850	2009-03-08	535	A	1740	A		
USGS	05427850	2009-03-09	698	A	2830	A		
USGS	05427850	2009-03-10	701	A	2680	A		
USGS	05427850	2009-03-11	710	A	2650	A		
USGS	05427850	2009-03-12	508	A	1790	A		
USGS	05427850	2009-03-13	252	A	783	A		
USGS	05427850	2009-03-14	179	A	489	A		
USGS	05427850	2009-03-15	165	A	398	A		
USGS	05427850	2009-03-16	155	A	316	A		
USGS	05427850	2009-03-17	152	A	249	A		
USGS	05427850	2009-03-18	161	A	234	A		
USGS	05427850	2009-03-19	149	A	208	A		
USGS	05427850	2009-03-20	120	A	161	A		
USGS	05427850	2009-03-21	137	A	177	A		
USGS	05427850	2009-03-22	142	A	176	A		
USGS	05427850	2009-03-23	122	A	146	A		
USGS	05427850	2009-03-24	166	A	191	A		
USGS	05427850	2009-03-25	415	A	459	A		
USGS	05427850	2009-03-26	444	A	478	A		
USGS	05427850	2009-03-27	229	A	257	A		
USGS	05427850	2009-03-28	181	A	217	A		
USGS	05427850	2009-03-29	107	A	137	A		
USGS	05427850	2009-03-30	161	A	191	A		
USGS	05427850	2009-03-31	88.6	A	89.7	A		
USGS	05427850	2009-04-01	200	A	162	A		
USGS	05427850	2009-04-02	198	A	141	A		
USGS	05427850	2009-04-03	137	A	94.8	A		
USGS	05427850	2009-04-04	132	A	89.2	A		
USGS	05427850	2009-04-05	154	A	102	A		
USGS	05427850	2009-04-06	119	A	77.2	A		
USGS	05427850	2009-04-07	110	A	69.8	A		
USGS	05427850	2009-04-08	127	A	78.8	A		
USGS	05427850	2009-04-09	127	A	77.3	A		
USGS	05427850	2009-04-10	120	A	71.7	A		
USGS	05427850	2009-04-11	113	A	66.0	A		
USGS	05427850	2009-04-12	121	A	71.7	A		
USGS	05427850	2009-04-13	123	A	73.7	A		
USGS	05427850	2009-04-14	105	A	63.4	A		
USGS	05427850	2009-04-15	107	A	65.5	A		
USGS	05427850	2009-04-16	109	A	67.5	A		
USGS	05427850	2009-04-17	107	A	67.1	A		
USGS	05427850	2009-04-18	107	A	67.8	A		
USGS	05427850	2009-04-19	120	A	76.8	A		
USGS	05427850	2009-04-20	144	A	92.8	A		
USGS	05427850	2009-04-21	176	A	112	A		
USGS	05427850	2009-04-22	166	A	104	A		
USGS	05427850	2009-04-23	126	A	78.2	A		
USGS	05427850	2009-04-24	96.7	A	63.8	A		
USGS	05427850	2009-04-25	167	A	120	A		
USGS	05427850	2009-04-26	323	A	253	A		
USGS	05427850	2009-04-27	450	A	385	A		
USGS	05427850	2009-04-28	276	A	262	A		
USGS	05427850	2009-04-29	138	A	146	A		
USGS	05427850	2009-04-30	135	A	138	A		
USGS	05427850	2009-05-01	153	A	145	A		
USGS	05427850	2009-05-02	130	A	115	A		
USGS	05427850	2009-05-03	128	A	105	A		
USGS	05427850	2009-05-04	116	A	89.5	A		
USGS	05427850	2009-05-05	114	A	86.9	A		
USGS	05427850	2009-05-06	117	A	88.1	A		
USGS	05427850	2009-05-07	146	A	108	A		
USGS	05427850	2009-05-08	145	A	106	A		
USGS	05427850	2009-05-09	258	A	186	A		
USGS	05427850	2009-05-10	306	A	225	A		
USGS	05427850	2009-05-11	181	A	138	A		
USGS	05427850	2009-05-12	121	A	96.3	A		
USGS	05427850	2009-05-13	132	A	109	A		
USGS	05427850	2009-05-14	266	A	223	A		
USGS	05427850	2009-05-15	265	A	220	A		
USGS	05427850	2009-05-16	158	A	130	A		
USGS	05427850	2009-05-17	135	A	111	A		
USGS	05427850	2009-05-18	97.8	A	79.4	A		
USGS	05427850	2009-05-19	130	A	105	A		
USGS	05427850	2009-05-20	95.3	A	76.2	A		
USGS	05427850	2009-05-21	140	A	111	A		
USGS	05427850	2009-05-22	101	A	79.9	A		
USGS	05427850	2009-05-23	108	A	84.2	A		
USGS	05427850	2009-05-24	111	A	85.8	A		
USGS	05427850	2009-05-25	99.4	A	76.5	A		
USGS	05427850	2009-05-26	99.7	A	76.1	A		
USGS	05427850	2009-05-27	99.0	A	75.0	A		
USGS	05427850	2009-05-28	108	A	81.1	A		
USGS	05427850	2009-05-29	111	A	82.7	A		
USGS	05427850	2009-05-30	109	A	80.4	A		
USGS	05427850	2009-05-31	95.3	A	70.0	A		
USGS	05427850	2009-06-01	109	A	79.5	A		
USGS	05427850	2009-06-02	93.7	A	67.8	A		
USGS	05427850	2009-06-03	96.4	A	69.2	A		
USGS	05427850	2009-06-04	95.1	A	67.7	A		
USGS	05427850	2009-06-05	92.4	A	65.3	A		
USGS	05427850	2009-06-06	99.1	A	69.5	A		
USGS	05427850	2009-06-07	100	A	69.7	A		
USGS	05427850	2009-06-08	157	A	109	A		
USGS	05427850	2009-06-09	186	A	127	A		
USGS	05427850	2009-06-10	114	A	77.7	A		
USGS	05427850	2009-06-11	100	A	67.4	A		
USGS	05427850	2009-06-12	97.9	A	65.2	A		
USGS	05427850	2009-06-13	101	A	66.5	A		
USGS	05427850	2009-06-14	101	A	66.0	A		
USGS	05427850	2009-06-15	95.7	A	62.0	A		
USGS	05427850	2009-06-16	93.9	A	60.3	A		
USGS	05427850	2009-06-17	88.6	A	56.4	A		
USGS	05427850	2009-06-18	85.0	A:e	53.6	A		
USGS	05427850	2009-06-19	310	A:e	200	A		
USGS	05427850	2009-06-20	287	A	199	A		
USGS	05427850	2009-06-21	153	A	114	A		
USGS	05427850	2009-06-22	128	A	102	A		
USGS	05427850	2009-06-23	108	A	88.0	A		
USGS	05427850	2009-06-24	99.1	A	81.6	A		
USGS	05427850	2009-06-25	94.3	A	78.9	A		
USGS	05427850	2009-06-26	91.2	A	79.3	A		
USGS	05427850	2009-06-27	83.1	A	75.5	A		
USGS	05427850	2009-06-28	90.7	A	86.1	A		
USGS	05427850	2009-06-29	96.6	A	93.2	A		
USGS	05427850	2009-06-30	88.9	A	80.4	A		
USGS	05427850	2009-07-01	87.1	A	73.3	A		
USGS	05427850	2009-07-02	89.3	A	70.7	A		
USGS	05427850	2009-07-03	86.9	A	69.3	A		
USGS	05427850	2009-07-04	85.3	A	69.3	A		
USGS	05427850	2009-07-05	85.2	A	70.5	A		
USGS	05427850	2009-07-06	84.4	A	70.8	A		
USGS	05427850	2009-07-07	83.5	A	69.1	A		
USGS	05427850	2009-07-08	82.9	A	67.4	A		
USGS	05427850	2009-07-09	75.9	A	60.7	A		
USGS	05427850	2009-07-10	89.4	A	70.1	A		
USGS	05427850	2009-07-11	98.0	A	75.5	A		
USGS	05427850	2009-07-12	84.3	A	62.8	A		
USGS	05427850	2009-07-13	79.6	A	57.3	A		
USGS	05427850	2009-07-14	72.5	A	50.3	A		
USGS	05427850	2009-07-15	83.1	A	55.5	A		
USGS	05427850	2009-07-16	79.3	A	51.0	A		
USGS	05427850	2009-07-17	81.4	A	49.9	A		
USGS	05427850	2009-07-18	79.3	A	46.1	A		
USGS	05427850	2009-07-19	78.8	A	43.5	A		
USGS	05427850	2009-07-20	74.7	A	39.7	A		
USGS	05427850	2009-07-21	75.7	A	42.0	A		
USGS	05427850	2009-07-22	85.6	A	49.9	A		
USGS	05427850	2009-07-23	88.9	A	54.7	A		
USGS	05427850	2009-07-24	68.3	A	44.4	A		
USGS	05427850	2009-07-25	97.9	A	66.8	A		
USGS	05427850	2009-07-26	83.0	A	59.5	A		
USGS	05427850	2009-07-27	69.3	A	52.4	A		
USGS	05427850	2009-07-28	88.3	A	70.0	A		
USGS	05427850	2009-07-29	75.2	A	62.4	A		
USGS	05427850	2009-07-30	80.8	A	69.4	A		
USGS	05427850	2009-07-31	69.6	A	61.9	A		
USGS	05427850	2009-08-01	88.8	A	85.1	A		
USGS	05427850	2009-08-02	53.0	A	53.7	A		
USGS	05427850	2009-08-03	98.0	A	107	A		
USGS	05427850	2009-08-04	78.9	A	91.5	A		
USGS	05427850	2009-08-05	71.3	A	85.3	A		
USGS	05427850	2009-08-06	74.5	A	91.1	A		
USGS	05427850	2009-08-07	67.0	A	83.9	A		
USGS	05427850	2009-08-08	101	A	129	A		
USGS	05427850	2009-08-09	115	A	126	A		
USGS	05427850	2009-08-10	97.5	A	89.1	A		
USGS	05427850	2009-08-11	82.7	A	71.5	A		
USGS	05427850	2009-08-12	74.5	A	61.6	A		
USGS	05427850	2009-08-13	64.6	A	55.7	A		
USGS	05427850	2009-08-14	70.3	A	63.8	A		
USGS	05427850	2009-08-15	71.0	A	67.7	A		
USGS	05427850	2009-08-16	66.0	A	66.5	A		
USGS	05427850	2009-08-17	87.9	A	92.6	A		
USGS	05427850	2009-08-18	74.3	A	82.7	A		
USGS	05427850	2009-08-19	70.4	A	81.2	A		
USGS	05427850	2009-08-20	61.5	A	69.3	A		
USGS	05427850	2009-08-21	104	A	114	A		
USGS	05427850	2009-08-22	74.2	A	79.2	A		
USGS	05427850	2009-08-23	69.9	A	72.5	A		
USGS	05427850	2009-08-24	53.7	A	54.2	A		
USGS	05427850	2009-08-25	94.4	A	92.2	A		
USGS	05427850	2009-08-26	78.7	A	75.1	A		
USGS	05427850	2009-08-27	76.4	A	72.9	A		
USGS	05427850	2009-08-28	67.7	A	64.8	A		
USGS	05427850	2009-08-29	86.2	A	82.8	A		
USGS	05427850	2009-08-30	67.9	A	65.4	A		
USGS	05427850	2009-08-31	71.7	A	68.8	A		
USGS	05427850	2009-09-01	71.0	A	65.9	A		
USGS	05427850	2009-09-02	71.0	A	63.6	A		
USGS	05427850	2009-09-03	70.8	A	61.1	A		
USGS	05427850	2009-09-04	68.7	A	57.8	A		
USGS	05427850	2009-09-05	67.4	A	55.2	A		
USGS	05427850	2009-09-06	67.4	A	53.8	A		
USGS	05427850	2009-09-07	69.8	A	54.3	A		
USGS	05427850	2009-09-08	67.6	A	51.3	A		
USGS	05427850	2009-09-09	68.1	A	50.2	A		
USGS	05427850	2009-09-10	66.1	A	46.4	A		
USGS	05427850	2009-09-11	67.8	A	45.7	A		
USGS	05427850	2009-09-12	70.2	A	47.4	A		
USGS	05427850	2009-09-13	66.9	A	45.6	A		
USGS	05427850	2009-09-14	68.2	A	46.2	A		
USGS	05427850	2009-09-15	66.5	A	42.9	A		
USGS	05427850	2009-09-16	67.0	A	40.9	A		
USGS	05427850	2009-09-17	66.6	A	38.3	A		
USGS	05427850	2009-09-18	69.0	A	37.8	A		
USGS	05427850	2009-09-19	63.1	A	34.3	A		
USGS	05427850	2009-09-20	67.7	A	36.6	A		
USGS	05427850	2009-09-21	63.4	A	34.0	A		
USGS	05427850	2009-09-22	165	A	92.2	A		
USGS	05427850	2009-09-23	288	A	159	A		
USGS	05427850	2009-09-24	165	A	115	A		
USGS	05427850	2009-09-25	100	A	81.4	A		
USGS	05427850	2009-09-26	90.8	A	81.8	A		
USGS	05427850	2009-09-27	85.8	A	79.6	A		
USGS	05427850	2009-09-28	102	A	75.8	A		
USGS	05427850	2009-09-29	97.8	A	59.3	A		
USGS	05427850	2009-09-30	78.3	A	38.5	A		
USGS	05427850	2009-10-01	91.5	A	56.7	A		
USGS	05427850	2009-10-02	94.2	A	55.7	A		
USGS	05427850	2009-10-03	105	A	59.3	A		
USGS	05427850	2009-10-04	89.1	A	46.9	A		
USGS	05427850	2009-10-05	93.6	A	46.4	A		
USGS	05427850	2009-10-06	60.1	A	27.9	A		
USGS	05427850	2009-10-07	113	A	49.7	A		
USGS	05427850	2009-10-08	111	A	46.2	A		
USGS	05427850	2009-10-09	81.0	A	31.9	A		
USGS	05427850	2009-10-10	81.9	A	30.3	A		
USGS	05427850	2009-10-11	83.7	A	29.3	A		
USGS	05427850	2009-10-12	83.1	A	27.6	A		
USGS	05427850	2009-10-13	80.5	A	25.3	A		
USGS	05427850	2009-10-14	89.8	A	27.0	A		
USGS	05427850	2009-10-15	78.5	A	24.2	A		
USGS	05427850	2009-10-16	74.9	A	23.9	A		
USGS	05427850	2009-10-17	79.5	A	26.3	A		
USGS	05427850	2009-10-18	53.0	A	18.2	A		
USGS	05427850	2009-10-19	104	A	37.0	A		
USGS	05427850	2009-10-20	86.4	A	31.7	A		
USGS	05427850	2009-10-21	52.8	A	20.0	A		
USGS	05427850	2009-10-22	149	A	58.5	A		
USGS	05427850	2009-10-23	112	A	45.7	A		
USGS	05427850	2009-10-24	177	A	75.0	A		
USGS	05427850	2009-10-25	134	A	58.8	A		
USGS	05427850	2009-10-26	105	A	47.4	A		
USGS	05427850	2009-10-27	111	A	52.1	A		
USGS	05427850	2009-10-28	93.9	A	45.8	A		
USGS	05427850	2009-10-29	93.6	A	47.3	A		
USGS	05427850	2009-10-30	80.1	A	41.9	A		
USGS	05427850	2009-10-31	287	A	155	A		
USGS	05427850	2009-11-01	123	A	66.9	A		
USGS	05427850	2009-11-02	116	A	66.9	A		
USGS	05427850	2009-11-03	89.3	A	52.1	A		
USGS	05427850	2009-11-04	103	A	60.9	A		
USGS	05427850	2009-11-05	97.1	A	57.7	A		
USGS	05427850	2009-11-06	68.2	A	40.0	A		
USGS	05427850	2009-11-07	121	A	64.9	A		
USGS	05427850	2009-11-08	78.3	A	38.1	A		
USGS	05427850	2009-11-09	108	A	47.5	A		
USGS	05427850	2009-11-10	94.7	A	37.9	A		
USGS	05427850	2009-11-11	91.4	A	34.9	A		
USGS	05427850	2009-11-12	82.1	A	29.9	A		
USGS	05427850	2009-11-13	97.1	A	34.1	A		
USGS	05427850	2009-11-14	112	A	38.3	A		
USGS	05427850	2009-11-15	95.3	A	31.9	A		
USGS	05427850	2009-11-16	102	A	33.4	A		
USGS	05427850	2009-11-17	92.8	A	29.7	A		
