agency_cd	site_no	datetime	154934_00060_00003	154934_00060_00003_cd	225226_91050_00003	225226_91050_00003_cd
5s	15s	20d	14n	10s	14n	10s
USGS	05427910	2017-11-29	26.6	A	15.8	A
USGS	05427910	2017-11-30	27.3	A	16.2	A
USGS	05427910	2017-12-01	26.5	A	15.8	A
USGS	05427910	2017-12-02	26.6	A	15.8	A
USGS	05427910	2017-12-03	25.5	A	15.2	A
USGS	05427910	2017-12-04	30.3	A	18.0	A
USGS	05427910	2017-12-05	31.3	A	18.6	A
USGS	05427910	2017-12-06	26.9	A	16.0	A
USGS	05427910	2017-12-07	23.7	A	14.1	A
USGS	05427910	2017-12-08	24.3	A	14.5	A
USGS	05427910	2017-12-09	23.9	A	14.2	A
USGS	05427910	2017-12-10	23.9	A	14.2	A
USGS	05427910	2017-12-11	23.6	A	14.0	A
USGS	05427910	2017-12-12	22.7	A	13.5	A
USGS	05427910	2017-12-13	23.9	A	14.2	A
USGS	05427910	2017-12-14	22.9	A	13.6	A
USGS	05427910	2017-12-15	23.8	A	14.1	A
USGS	05427910	2017-12-16	23.2	A	13.8	A
USGS	05427910	2017-12-17	24.1	A	14.3	A
USGS	05427910	2017-12-18	24.8	A	14.8	A
USGS	05427910	2017-12-19	25.1	A	14.9	A
USGS	05427910	2017-12-20	24.1	A	14.3	A
USGS	05427910	2017-12-21	23.7	A	14.1	A
USGS	05427910	2017-12-22	24.0	A	14.3	A
USGS	05427910	2017-12-23	23.1	A	13.7	A
USGS	05427910	2017-12-24	22.5	A	13.4	A
USGS	05427910	2017-12-25	20.7	A	12.3	A
USGS	05427910	2017-12-26	21.6	A	12.8	A
USGS	05427910	2017-12-27	21.0	A	12.5	A
USGS	05427910	2017-12-28	21.6	A	12.9	A
USGS	05427910	2017-12-29	22.7	A	13.5	A
USGS	05427910	2017-12-30	23.2	A	13.8	A
USGS	05427910	2017-12-31	23.7	A	14.1	A
USGS	05427910	2018-01-01	23.9	A	14.2	A
USGS	05427910	2018-01-02	24.0	A	14.3	A
USGS	05427910	2018-01-03	24.1	A:e	14.3	A
USGS	05427910	2018-01-04	23.5	A:e	13.9	A
USGS	05427910	2018-01-05	23.3	A:e	14.6	A
USGS	05427910	2018-01-06	23.3	A:e	16.6	A
USGS	05427910	2018-01-07	23.5	A:e	18.9	A
USGS	05427910	2018-01-08	23.8	A:e	21.3	A
USGS	05427910	2018-01-09	23.9	A:e	23.5	A
USGS	05427910	2018-01-10	24.1	A:e	25.9	A
USGS	05427910	2018-01-11	24.4	A:e	28.0	A
USGS	05427910	2018-01-12	32.6	A:e	26.5	A
USGS	05427910	2018-01-13	34.9	A	27.2	A
USGS	05427910	2018-01-14	30.3	A	16.5	A
USGS	05427910	2018-01-15	29.4	A	15.9	A
USGS	05427910	2018-01-16	33.1	A	17.9	A
USGS	05427910	2018-01-17	33.5	A	18.3	A
USGS	05427910	2018-01-18	33.6	A	18.5	A
USGS	05427910	2018-01-19	34.2	A	19.0	A
USGS	05427910	2018-01-20	35.8	A	20.1	A
USGS	05427910	2018-01-21	35.9	A	20.4	A
USGS	05427910	2018-01-22	210	A	1020	A
USGS	05427910	2018-01-23	194	A	1810	A
USGS	05427910	2018-01-24	93.4	A	1080	A
USGS	05427910	2018-01-25	74.2	A	823	A
USGS	05427910	2018-01-26	52.7	A	314	A
USGS	05427910	2018-01-27	36.3	A	59.9	A
USGS	05427910	2018-01-28	23.7	A	16.6	A
USGS	05427910	2018-01-29	21.3	A	15.0	A
USGS	05427910	2018-01-30	20.5	A	14.4	A
USGS	05427910	2018-01-31	20.8	A	14.6	A
USGS	05427910	2018-02-01	15.6	A:e	10.9	A
USGS	05427910	2018-02-02	17.0	A	11.9	A
USGS	05427910	2018-02-03	18.5	A	13.0	A
USGS	05427910	2018-02-04	17.5	A	12.3	A
USGS	05427910	2018-02-05	17.1	A	12.0	A
USGS	05427910	2018-02-06	18.4	A	12.9	A
USGS	05427910	2018-02-07	20.1	A	14.1	A
USGS	05427910	2018-02-08	19.4	A	13.6	A
USGS	05427910	2018-02-09	21.0	A	14.7	A
USGS	05427910	2018-02-10	21.2	A	14.9	A
USGS	05427910	2018-02-11	22.9	A	16.1	A
USGS	05427910	2018-02-12	20.9	A	14.7	A
USGS	05427910	2018-02-13	22.8	A	16.0	A
USGS	05427910	2018-02-14	25.6	A	20.6	A
USGS	05427910	2018-02-15	31.8	A	39.0	A
USGS	05427910	2018-02-16	39.9	A	55.6	A
USGS	05427910	2018-02-17	35.4	A	42.2	A
USGS	05427910	2018-02-18	27.4	A	26.9	A
USGS	05427910	2018-02-19	26.2	A	40.9	A
USGS	05427910	2018-02-20	203	A:e	2370	A
USGS	05427910	2018-02-21	166	A:e	1680	A
USGS	05427910	2018-02-22	104	A:e	1060	A
USGS	05427910	2018-02-23	110	A	1110	A
USGS	05427910	2018-02-24	131	A:e	1380	A
USGS	05427910	2018-02-25	233	A	2560	A
USGS	05427910	2018-02-26	138	A:e	1370	A
USGS	05427910	2018-02-27	109	A	954	A
USGS	05427910	2018-02-28	92.9	A	674	A
USGS	05427910	2018-03-01	76.1	A	437	A
USGS	05427910	2018-03-02	61.4	A	263	A
USGS	05427910	2018-03-03	49.2	A	151	A
USGS	05427910	2018-03-04	41.4	A	95.5	A
USGS	05427910	2018-03-05	34.0	A	59.7	A
USGS	05427910	2018-03-06	33.3	A	53.9	A
USGS	05427910	2018-03-07	32.7	A	49.9	A
USGS	05427910	2018-03-08	29.7	A	42.4	A
USGS	05427910	2018-03-09	28.5	A	37.8	A
USGS	05427910	2018-03-10	27.9	A	34.3	A
USGS	05427910	2018-03-11	28.0	A	31.8	A
USGS	05427910	2018-03-12	30.3	A	31.5	A
USGS	05427910	2018-03-13	30.0	A	28.2	A
USGS	05427910	2018-03-14	28.4	A	24.6	A
USGS	05427910	2018-03-15	28.8	A	24.3	A
USGS	05427910	2018-03-16	27.5	A	22.7	A
USGS	05427910	2018-03-17	26.2	A	21.2	A
USGS	05427910	2018-03-18	27.0	A	21.4	A
USGS	05427910	2018-03-19	28.0	A	21.7	A
USGS	05427910	2018-03-20	28.6	A	21.6	A
USGS	05427910	2018-03-21	27.1	A	20.0	A
USGS	05427910	2018-03-22	25.9	A	18.7	A
USGS	05427910	2018-03-23	25.1	A	17.7	A
USGS	05427910	2018-03-24	24.5	A	16.8	A
USGS	05427910	2018-03-25	23.3	A	15.6	A
USGS	05427910	2018-03-26	22.6	A	14.7	A
USGS	05427910	2018-03-27	30.4	A	19.3	A
USGS	05427910	2018-03-28	29.7	A	18.4	A
USGS	05427910	2018-03-29	30.6	A	18.4	A
USGS	05427910	2018-03-30	29.2	A	17.1	A
USGS	05427910	2018-03-31	30.0	A	17.0	A
USGS	05427910	2018-04-01	28.3	A	15.5	A
USGS	05427910	2018-04-02	23.7	A	12.6	A
USGS	05427910	2018-04-03	25.7	A	13.2	A
USGS	05427910	2018-04-04	26.6	A	13.2	A
USGS	05427910	2018-04-05	25.4	A	12.2	A
USGS	05427910	2018-04-06	26.4	A	12.2	A
USGS	05427910	2018-04-07	24.6	A	11.0	A
USGS	05427910	2018-04-08	21.9	A	9.34	A
USGS	05427910	2018-04-09	22.2	A	9.12	A
USGS	05427910	2018-04-10	23.7	A	9.30	A
USGS	05427910	2018-04-11	23.1	A	9.44	A
USGS	05427910	2018-04-12	26.5	A	14.4	A
USGS	05427910	2018-04-13	29.2	A	20.0	A
USGS	05427910	2018-04-14	41.3	A	34.2	A
USGS	05427910	2018-04-15	37.8	A	32.6	A
USGS	05427910	2018-04-16	36.2	A	29.9	A
USGS	05427910	2018-04-17	35.2	A	27.7	A
USGS	05427910	2018-04-18	35.7	A	26.7	A
USGS	05427910	2018-04-19	40.0	A	31.9	A
USGS	05427910	2018-04-20	47.7	A	50.1	A
USGS	05427910	2018-04-21	44.4	A	44.8	A
USGS	05427910	2018-04-22	40.9	A	39.4	A
USGS	05427910	2018-04-23	38.4	A	35.4	A
USGS	05427910	2018-04-24	36.4	A	31.9	A
USGS	05427910	2018-04-25	33.6	A	28.0	A
USGS	05427910	2018-04-26	31.7	A	25.0	A
USGS	05427910	2018-04-27	29.4	A	21.9	A
USGS	05427910	2018-04-28	28.9	A	20.3	A
USGS	05427910	2018-04-29	27.2	A	17.9	A
USGS	05427910	2018-04-30	28.2	A	17.3	A
USGS	05427910	2018-05-01	30.1	A	17.2	A
USGS	05427910	2018-05-02	89.2	A	246	A
USGS	05427910	2018-05-03	95.6	A	232	A
USGS	05427910	2018-05-04	187	A	663	A
USGS	05427910	2018-05-05	107	A	231	A
USGS	05427910	2018-05-06	91.6	A	174	A
USGS	05427910	2018-05-07	74.9	A	134	A
USGS	05427910	2018-05-08	60.7	A	109	A
USGS	05427910	2018-05-09	78.0	A	149	A
USGS	05427910	2018-05-10	75.2	A	142	A
USGS	05427910	2018-05-11	92.4	A	176	A
USGS	05427910	2018-05-12	86.6	A	166	A
USGS	05427910	2018-05-13	97.3	A	191	A
USGS	05427910	2018-05-14	125	A	375	A
USGS	05427910	2018-05-15	81.2	A	132	A
USGS	05427910	2018-05-16	67.9	A	86.6	A
USGS	05427910	2018-05-17	57.3	A	74.9	A
USGS	05427910	2018-05-18	48.1	A	64.6	A
USGS	05427910	2018-05-19	44.8	A	59.8	A
USGS	05427910	2018-05-20	48.2	A	63.6	A
USGS	05427910	2018-05-21	49.9	A	69.2	A
USGS	05427910	2018-05-22	51.8	A	73.9	A
USGS	05427910	2018-05-23	42.9	A	56.6	A
USGS	05427910	2018-05-24	39.4	A	50.8	A
USGS	05427910	2018-05-25	37.3	A	47.4	A
USGS	05427910	2018-05-26	34.7	A	43.6	A
USGS	05427910	2018-05-27	32.4	A	40.1	A
USGS	05427910	2018-05-28	30.6	A	37.3	A
USGS	05427910	2018-05-29	28.4	A	34.2	A
USGS	05427910	2018-05-30	37.6	A	46.8	A
USGS	05427910	2018-05-31	38.8	A	43.7	A
USGS	05427910	2018-06-01	34.4	A	36.4	A
USGS	05427910	2018-06-02	33.9	A	35.1	A
USGS	05427910	2018-06-03	36.6	A	37.1	A
USGS	05427910	2018-06-04	32.4	A	32.1	A
USGS	05427910	2018-06-05	29.3	A	28.4	A
USGS	05427910	2018-06-06	34.8	A	32.9	A
USGS	05427910	2018-06-07	32.9	A	30.5	A
USGS	05427910	2018-06-08	30.2	A:e	27.3	A
USGS	05427910	2018-06-09	25.7	A	22.6	A
USGS	05427910	2018-06-10	48.0	A	51.1	A
USGS	05427910	2018-06-11	35.1	A	33.5	A
USGS	05427910	2018-06-12	36.0	A	33.0	A
USGS	05427910	2018-06-13	33.9	A	31.1	A
USGS	05427910	2018-06-14	30.6	A	28.0	A
USGS	05427910	2018-06-15	25.2	A	22.6	A
USGS	05427910	2018-06-16	26.7	A	23.6	A
USGS	05427910	2018-06-17	23.9	A	20.7	A
USGS	05427910	2018-06-18	22.2	A	18.8	A
USGS	05427910	2018-06-19	73.0	A	102	A
USGS	05427910	2018-06-20	51.0	A	78.2	A
USGS	05427910	2018-06-21	47.0	A	69.5	A
USGS	05427910	2018-06-22	48.8	A	68.0	A
USGS	05427910	2018-06-23	40.0	A	51.8	A
USGS	05427910	2018-06-24	32.8	A	42.3	A
USGS	05427910	2018-06-25	28.1	A	35.1	A
USGS	05427910	2018-06-26	41.0	A	53.9	A
USGS	05427910	2018-06-27	69.5	A	112	A
USGS	05427910	2018-06-28	38.7	A	56.7	A
USGS	05427910	2018-06-29	32.8	A	45.4	A
USGS	05427910	2018-06-30	30.7	A	40.0	A
USGS	05427910	2018-07-01	30.6	A	38.5	A
USGS	05427910	2018-07-02	28.8	A	33.7	A
USGS	05427910	2018-07-03	24.0	A	25.2	A
USGS	05427910	2018-07-04	21.9	A	21.5	A
USGS	05427910	2018-07-05	22.6	A	22.0	A
USGS	05427910	2018-07-06	19.3	A	18.8	A
USGS	05427910	2018-07-07	18.1	A	17.6	A
USGS	05427910	2018-07-08	16.9	A	16.4	A
USGS	05427910	2018-07-09	16.6	A	16.1	A
USGS	05427910	2018-07-10	16.3	A	15.9	A
USGS	05427910	2018-07-11	14.6	A	14.2	A
USGS	05427910	2018-07-12	16.2	A	15.8	A
USGS	05427910	2018-07-13	15.5	A	15.1	A
USGS	05427910	2018-07-14	22.1	A	21.5	A
USGS	05427910	2018-07-15	19.6	A	19.1	A
USGS	05427910	2018-07-16	18.7	A	18.2	A
USGS	05427910	2018-07-17	16.7	A	16.2	A
USGS	05427910	2018-07-18	15.4	A	15.0	A
USGS	05427910	2018-07-19	16.6	A	16.2	A
USGS	05427910	2018-07-20	37.1	A	39.9	A
USGS	05427910	2018-07-21	37.0	A	39.8	A
USGS	05427910	2018-07-22	27.7	A	28.2	A
USGS	05427910	2018-07-23	22.2	A	21.3	A
USGS	05427910	2018-07-24	18.4	A	17.0	A
USGS	05427910	2018-07-25	17.3	A	15.8	A
USGS	05427910	2018-07-26	16.0	A	14.4	A
USGS	05427910	2018-07-27	14.4	A	12.9	A
USGS	05427910	2018-07-28	13.8	A	12.2	A
USGS	05427910	2018-07-29	14.0	A	12.2	A
USGS	05427910	2018-07-30	16.2	A	14.6	A
USGS	05427910	2018-07-31	23.2	A	21.4	A
USGS	05427910	2018-08-01	17.3	A	14.8	A
USGS	05427910	2018-08-02	24.1	A	23.3	A
USGS	05427910	2018-08-03	19.6	A	17.0	A
USGS	05427910	2018-08-04	17.5	A	14.7	A
USGS	05427910	2018-08-05	16.3	A	13.6	A
USGS	05427910	2018-08-06	30.5	A	30.6	A
USGS	05427910	2018-08-07	28.8	A	28.5	A
USGS	05427910	2018-08-08	21.6	A	19.0	A
USGS	05427910	2018-08-09	20.0	A	16.6	A
USGS	05427910	2018-08-10	20.0	A	16.5	A
USGS	05427910	2018-08-11	17.3	A	14.2	A
USGS	05427910	2018-08-12	15.8	A	13.0	A
USGS	05427910	2018-08-13	14.6	A	11.9	A
USGS	05427910	2018-08-14	13.5	A	11.0	A
USGS	05427910	2018-08-15	14.0	A	11.4	A
USGS	05427910	2018-08-16	19.2	A	23.9	A
USGS	05427910	2018-08-17	225	A	598	A
USGS	05427910	2018-08-18	74.7	A	150	A
USGS	05427910	2018-08-19	28.3	A	45.9	A
USGS	05427910	2018-08-20	55.1	A	109	A
USGS	05427910	2018-08-21	374	A	1090	A
USGS	05427910	2018-08-22	150	A	390	A
USGS	05427910	2018-08-23	108	A	283	A
USGS	05427910	2018-08-24	90.6	A	221	A
USGS	05427910	2018-08-25	71.1	A	157	A
USGS	05427910	2018-08-26	59.4	A	119	A
USGS	05427910	2018-08-27	74.3	A	156	A
USGS	05427910	2018-08-28	54.2	A	117	A
USGS	05427910	2018-08-29	141	A	371	A
USGS	05427910	2018-08-30	55.6	A	114	A
USGS	05427910	2018-08-31	42.8	A	83.6	A
USGS	05427910	2018-09-01	37.8	A	70.8	A
USGS	05427910	2018-09-02	101	A	216	A
USGS	05427910	2018-09-03	102	A	209	A
USGS	05427910	2018-09-04	65.1	A	113	A
USGS	05427910	2018-09-05	90.3	A	186	A
USGS	05427910	2018-09-06	104	A	242	A
USGS	05427910	2018-09-07	59.0	A	89.8	A
USGS	05427910	2018-09-08	50.7	A	67.8	A
USGS	05427910	2018-09-09	52.4	A	67.1	A
USGS	05427910	2018-09-10	45.2	A	55.6	A
USGS	05427910	2018-09-11	35.5	A	42.1	A
USGS	05427910	2018-09-12	31.4	A	35.9	A
USGS	05427910	2018-09-13	30.5	A	33.3	A
USGS	05427910	2018-09-14	27.3	A	28.7	A
USGS	05427910	2018-09-15	25.3	A	25.4	A
USGS	05427910	2018-09-16	24.2	A	23.2	A
USGS	05427910	2018-09-17	24.3	A	22.4	A
USGS	05427910	2018-09-18	23.4	A	21.4	A
USGS	05427910	2018-09-19	24.3	A	22.3	A
USGS	05427910	2018-09-20	57.0	A	71.7	A
USGS	05427910	2018-09-21	65.9	A	83.9	A
USGS	05427910	2018-09-22	50.2	A	60.1	A
USGS	05427910	2018-09-23	44.7	A	50.0	A
USGS	05427910	2018-09-24	38.1	A	39.7	A
USGS	05427910	2018-09-25	46.6	A	52.6	A
USGS	05427910	2018-09-26	63.3	A	95.4	A
USGS	05427910	2018-09-27	47.8	A	67.7	A
USGS	05427910	2018-09-28	41.6	A	58.5	A
USGS	05427910	2018-09-29	40.7	A	57.1	A
USGS	05427910	2018-09-30	41.1	A	57.4	A
USGS	05427910	2018-10-01	144	A	403	A
USGS	05427910	2018-10-02	225	A	685	A
USGS	05427910	2018-10-03	128	A	230	A
USGS	05427910	2018-10-04	103	A	150	A
USGS	05427910	2018-10-05	98.0	A	138	A
USGS	05427910	2018-10-06	150	A	313	A
USGS	05427910	2018-10-07	120	A	217	A
USGS	05427910	2018-10-08	172	A	418	A
USGS	05427910	2018-10-09	130	A	255	A
USGS	05427910	2018-10-10	128	A	234	A
USGS	05427910	2018-10-11	118	A	218	A
USGS	05427910	2018-10-12	101	A	164	A
USGS	05427910	2018-10-13	94.5	A	135	A
USGS	05427910	2018-10-14	86.4	A	107	A
USGS	05427910	2018-10-15	79.5	A	82.8	A
USGS	05427910	2018-10-16	75.1	A	66.1	A
USGS	05427910	2018-10-17	68.0	A	58.3	A
USGS	05427910	2018-10-18	65.3	A	55.6	A
USGS	05427910	2018-10-19	62.4	A	52.7	A
USGS	05427910	2018-10-20	58.5	A	49.0	A
USGS	05427910	2018-10-21	56.9	A	47.3	A
USGS	05427910	2018-10-22	56.3	A	46.4	A
USGS	05427910	2018-10-23	55.1	A	45.1	A
USGS	05427910	2018-10-24	53.9	A	43.8	A
USGS	05427910	2018-10-25	52.2	A	42.1	A
USGS	05427910	2018-10-26	51.9	A	41.5	A
USGS	05427910	2018-10-27	50.2	A	39.9	A
USGS	05427910	2018-10-28	50.5	A	39.8	A
USGS	05427910	2018-10-29	49.2	A	38.5	A
USGS	05427910	2018-10-30	52.6	A	40.8	A
USGS	05427910	2018-10-31	52.3	A	40.2	A
USGS	05427910	2018-11-01	50.4	A	38.4	A
USGS	05427910	2018-11-02	49.6	A	37.5	A
USGS	05427910	2018-11-03	47.7	A	35.8	A
USGS	05427910	2018-11-04	67.2	A	58.8	A
USGS	05427910	2018-11-05	73.6	A	94.7	A
USGS	05427910	2018-11-06	90.3	A	162	A
USGS	05427910	2018-11-07	74.9	A	86.9	A
USGS	05427910	2018-11-08	70.9	A	71.5	A
USGS	05427910	2018-11-09	64.7	A	60.2	A
USGS	05427910	2018-11-10	49.2	A	41.8	A
USGS	05427910	2018-11-11	52.2	A	40.2	A
USGS	05427910	2018-11-12	50.7	A	35.0	A
USGS	05427910	2018-11-13	46.0	A	28.1	A
USGS	05427910	2018-11-14	40.2	A	21.9	A
USGS	05427910	2018-11-15	42.0	A	22.5	A
USGS	05427910	2018-11-16	40.0	A	21.3	A
USGS	05427910	2018-11-17	41.6	A	22.0	A
USGS	05427910	2018-11-18	40.4	A	21.2	A
USGS	05427910	2018-11-19	40.7	A	21.2	A
USGS	05427910	2018-11-20	39.6	A	20.5	A
USGS	05427910	2018-11-21	40.8	A	21.0	A
USGS	05427910	2018-11-22	40.1	A	20.5	A
USGS	05427910	2018-11-23	41.0	A	20.8	A
USGS	05427910	2018-11-24	43.1	A	21.7	A
USGS	05427910	2018-11-25	44.2	A	22.1	A
USGS	05427910	2018-11-26	41.0	A	20.4	A
USGS	05427910	2018-11-27	38.2	A	18.8	A
USGS	05427910	2018-11-28	35.7	A	17.5	A
USGS	05427910	2018-11-29	36.3	A	17.7	A
USGS	05427910	2018-11-30	36.0	A	17.4	A
USGS	05427910	2018-12-01	40.8	A	32.0	A
USGS	05427910	2018-12-02	66.6	A	90.1	A
USGS	05427910	2018-12-03	53.7	A	57.7	A
USGS	05427910	2018-12-04	44.5	A	31.0	A
USGS	05427910	2018-12-05	41.6	A	24.7	A
USGS	05427910	2018-12-06	39.2	A	22.5	A
USGS	05427910	2018-12-07	32.9	A	18.1	A
USGS	05427910	2018-12-08	32.9	A	17.5	A
USGS	05427910	2018-12-09	29.6	A	15.2	A
USGS	05427910	2018-12-10	27.6	A	13.5	A
USGS	05427910	2018-12-11	27.0	A	12.7	A
USGS	05427910	2018-12-12	29.6	A	13.3	A
USGS	05427910	2018-12-13	31.7	A	13.7	A
USGS	05427910	2018-12-14	31.1	A	13.5	A
USGS	05427910	2018-12-15	30.8	A	13.3	A
USGS	05427910	2018-12-16	29.8	A	12.9	A
USGS	05427910	2018-12-17	29.5	A	12.8	A
USGS	05427910	2018-12-18	30.2	A	13.1	A
USGS	05427910	2018-12-19	31.1	A	13.5	A
USGS	05427910	2018-12-20	31.9	A	13.9	A
USGS	05427910	2018-12-21	32.0	A	13.9	A
USGS	05427910	2018-12-22	31.2	A	13.6	A
USGS	05427910	2018-12-23	29.9	A	13.0	A
USGS	05427910	2018-12-24	28.9	A	12.6	A
USGS	05427910	2018-12-25	29.7	A	13.0	A
USGS	05427910	2018-12-26	30.9	A	15.7	A
USGS	05427910	2018-12-27	60.6	A	149	A
USGS	05427910	2018-12-28	69.5	A	271	A
USGS	05427910	2018-12-29	53.5	A	208	A
USGS	05427910	2018-12-30	48.0	A	154	A
USGS	05427910	2018-12-31	44.9	A	113	A
USGS	05427910	2019-01-01	40.2	A	79.0	A
USGS	05427910	2019-01-02	34.6	A	58.7	A
USGS	05427910	2019-01-03	33.2	A	47.7	A
USGS	05427910	2019-01-04	32.3	A	38.0	A
USGS	05427910	2019-01-05	32.3	A	32.1	A
USGS	05427910	2019-01-06	34.5	A	30.5	A
USGS	05427910	2019-01-07	117	A	508	A
USGS	05427910	2019-01-08	141	A	596	A
USGS	05427910	2019-01-09	62.0	A:e	161	A
USGS	05427910	2019-01-10	52.5	A:e	132	A
USGS	05427910	2019-01-11	50.5	A:e	99.5	A
USGS	05427910	2019-01-12	46.7	A	84.7	A
USGS	05427910	2019-01-13	43.1	A	72.3	A
USGS	05427910	2019-01-14	38.5	A	59.4	A
USGS	05427910	2019-01-15	35.7	A	50.2	A
USGS	05427910	2019-01-16	36.9	A	46.8	A
USGS	05427910	2019-01-17	35.3	A	40.5	A
USGS	05427910	2019-01-18	32.9	A	36.0	A
USGS	05427910	2019-01-19	29.0	A	30.4	A
USGS	05427910	2019-01-20	35.6	A	36.0	A
USGS	05427910	2019-01-21	34.4	A	33.3	A
USGS	05427910	2019-01-22	36.2	A:e	33.6	A
USGS	05427910	2019-01-23	36.0	A:e	31.9	A
USGS	05427910	2019-01-24	35.5	A:e	30.0	A
USGS	05427910	2019-01-25	33.7	A:e	27.1	A
USGS	05427910	2019-01-26	36.3	A:e	27.7	A
USGS	05427910	2019-01-27	36.0	A:e	26.0	A
USGS	05427910	2019-01-28	36.1	A:e	24.5	A
USGS	05427910	2019-01-29	36.3	A:e	23.2	A
USGS	05427910	2019-01-30	36.4	A:e	21.7	A
USGS	05427910	2019-01-31	36.4	A:e	20.2	A
USGS	05427910	2019-02-01	36.4	A:e	18.7	A
USGS	05427910	2019-02-02	39.7	A:e	18.8	A
USGS	05427910	2019-02-03	60.7	A:e	69.5	A
USGS	05427910	2019-02-04	192	A	1260	A
USGS	05427910	2019-02-05	316	A	2440	A
USGS	05427910	2019-02-06	171	A	1130	A
USGS	05427910	2019-02-07	147	A	830	A
USGS	05427910	2019-02-08	101	A	465	A
USGS	05427910	2019-02-09	100	A	384	A
USGS	05427910	2019-02-10	80.2	A	232	A
USGS	05427910	2019-02-11	65.4	A	129	A
USGS	05427910	2019-02-12	54.2	A	95.5	A
USGS	05427910	2019-02-13	50.9	A	83.6	A
USGS	05427910	2019-02-14	53.5	A	81.5	A
USGS	05427910	2019-02-15	43.7	A	61.1	A
USGS	05427910	2019-02-16	44.8	A	57.1	A
USGS	05427910	2019-02-17	46.8	A	54.5	A
USGS	05427910	2019-02-18	43.5	A	45.3	A
USGS	05427910	2019-02-19	42.3	A	38.7	A
USGS	05427910	2019-02-20	44.9	A	36.0	A
USGS	05427910	2019-02-21	43.6	A	29.7	A
USGS	05427910	2019-02-22	40.3	A	24.4	A
USGS	05427910	2019-02-23	40.6	A	24.4	A
USGS	05427910	2019-02-24	60.5	A:e	36.3	A
USGS	05427910	2019-02-25	51.3	A:e	30.7	A
USGS	05427910	2019-02-26	44.8	A	26.7	A
USGS	05427910	2019-02-27	39.1	A	23.3	A
USGS	05427910	2019-02-28	37.3	A	22.1	A
USGS	05427910	2019-03-01	36.5	A	21.6	A
USGS	05427910	2019-03-02	32.8	A	19.3	A
USGS	05427910	2019-03-03	29.0	A	17.1	A
USGS	05427910	2019-03-04	29.6	A	17.4	A
USGS	05427910	2019-03-05	31.3	A	18.3	A
USGS	05427910	2019-03-06	31.1	A	18.1	A
USGS	05427910	2019-03-07	30.6	A	17.8	A
USGS	05427910	2019-03-08	31.4	A	18.2	A
USGS	05427910	2019-03-09	32.9	A	19.0	A
USGS	05427910	2019-03-10	35.1	A	20.2	A
USGS	05427910	2019-03-11	32.9	A	18.9	A
USGS	05427910	2019-03-12	34.9	A	56.7	A
USGS	05427910	2019-03-13	222	A	2260	A
USGS	05427910	2019-03-14	958	A:e	7630	A
USGS	05427910	2019-03-15	742	A	5280	A
USGS	05427910	2019-03-16	524	A:e	3330	A
USGS	05427910	2019-03-17	399	A:e	2420	A
USGS	05427910	2019-03-18	299	A	1710	A
USGS	05427910	2019-03-19	229	A	1150	A
USGS	05427910	2019-03-20	175	A	714	A
USGS	05427910	2019-03-21	140	A	456	A
USGS	05427910	2019-03-22	112	A	283	A
USGS	05427910	2019-03-23	91.7	A	181	A
USGS	05427910	2019-03-24	82.2	A	132	A
USGS	05427910	2019-03-25	72.1	A	91.9	A
USGS	05427910	2019-03-26	66.2	A	79.4	A
USGS	05427910	2019-03-27	57.9	A	67.0	A
USGS	05427910	2019-03-28	63.1	A	70.5	A
USGS	05427910	2019-03-29	63.0	A	67.7	A
USGS	05427910	2019-03-30	59.0	A	61.0	A
USGS	05427910	2019-03-31	56.0	A	55.6	A
USGS	05427910	2019-04-01	50.5	A	48.0	A
USGS	05427910	2019-04-02	50.8	A	46.2	A
USGS	05427910	2019-04-03	50.3	A	43.6	A
USGS	05427910	2019-04-04	48.1	A	39.8	A
USGS	05427910	2019-04-05	48.6	A	38.1	A
USGS	05427910	2019-04-06	49.3	A	36.6	A
USGS	05427910	2019-04-07	51.8	A	36.3	A
USGS	05427910	2019-04-08	53.9	A	35.7	A
USGS	05427910	2019-04-09	54.3	A	38.0	A
USGS	05427910	2019-04-10	51.6	A	40.0	A
USGS	05427910	2019-04-11	64.1	A	62.3	A
USGS	05427910	2019-04-12	79.8	A	82.8	A
USGS	05427910	2019-04-13	68.7	A	57.8	A
USGS	05427910	2019-04-14	63.4	A	46.0	A
USGS	05427910	2019-04-15	55.5	A	33.7	A
USGS	05427910	2019-04-16	51.0	A	26.3	A
USGS	05427910	2019-04-17	56.0	A	36.3	A
USGS	05427910	2019-04-18	68.3	A	56.9	A
USGS	05427910	2019-04-19	59.7	A	47.0	A
USGS	05427910	2019-04-20	57.0	A	42.4	A
USGS	05427910	2019-04-21	50.2	A	35.3	A
USGS	05427910	2019-04-22	49.2	A	34.8	A
USGS	05427910	2019-04-23	72.8	A	70.8	A
USGS	05427910	2019-04-24	56.2	A	47.5	A
USGS	05427910	2019-04-25	54.6	A	43.5	A
USGS	05427910	2019-04-26	50.5	A	37.8	A
USGS	05427910	2019-04-27	46.3	A	32.9	A
USGS	05427910	2019-04-28	46.4	A	31.8	A
USGS	05427910	2019-04-29	56.0	A	44.0	A
USGS	05427910	2019-04-30	51.9	A	37.1	A
USGS	05427910	2019-05-01	63.6	A	40.5	A
USGS	05427910	2019-05-02	59.8	A	37.0	A
USGS	05427910	2019-05-03	56.3	A	35.4	A
USGS	05427910	2019-05-04	50.3	A	27.9	A
